0.064; 9.53674e-08; -1.3173e-11; 1.44279e-08;
0.128; 9.53674e-08; -1.15501e-11; 1.44463e-08;
0.192; 9.53674e-08; -1.11313e-11; 1.44521e-08;
0.256; 9.53674e-08; -1.10606e-11; 1.44543e-08;
0.32; 9.53674e-08; -1.10728e-11; 1.44551e-08;
0.384; 9.53674e-08; -1.10947e-11; 1.44554e-08;
0.448; 9.53674e-08; -1.11105e-11; 1.44555e-08;
0.512; 9.53674e-08; -1.11199e-11; 1.44556e-08;
0.576; 9.53674e-08; -1.11249e-11; 1.44556e-08;
0.64; 9.53674e-08; -1.11274e-11; 1.44556e-08;
0.704; 9.53674e-08; -1.11288e-11; 1.44556e-08;
0.768; 9.53674e-08; -1.11294e-11; 1.44556e-08;
0.832; 9.53674e-08; -1.11297e-11; 1.44556e-08;
0.896; 9.53674e-08; -1.11298e-11; 1.44556e-08;
0.96; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.024; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.088; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.152; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.216; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.28; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.344; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.408; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.472; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.536; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.6; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.664; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.728; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.792; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.856; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.92; 9.53674e-08; -1.11299e-11; 1.44556e-08;
1.984; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.048; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.112; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.176; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.24; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.304; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.368; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.432; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.496; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.56; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.624; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.688; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.752; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.816; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.88; 9.53674e-08; -1.11299e-11; 1.44556e-08;
2.944; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.008; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.072; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.136; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.2; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.264; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.328; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.392; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.456; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.52; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.584; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.648; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.712; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.776; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.84; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.904; 9.53674e-08; -1.11299e-11; 1.44556e-08;
3.968; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.032; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.096; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.16; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.224; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.288; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.352; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.416; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.48; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.544; 9.53674e-08; -1.11299e-11; 1.44556e-08;
4.608; 9.53674e-08; -1.11299e-11; 1.44556e-08;
